question_id,category,critical_adjacent_violations,irrelevant_adjacent_violations,critical_minus_irrelevant_adjacent_violations,critical_correctness_loss,irrelevant_correctness_loss,critical_minus_irrelevant_accuracy_drop,critical_confidence_change,irrelevant_confidence_change,critical_minus_irrelevant_confidence_change,critical_entropy_change,irrelevant_entropy_change,critical_minus_irrelevant_entropy_change
02965895,identity,1,3,-2,0,0,0,-1.0368577241897583,0.05598394572734833,-1.0928416699171066,2.1171103715896606,-0.20271146297454834,2.319821834564209
03101593,material,2,2,0,1,0,1,-0.7382730573735898,-0.0665638996870257,-0.6717091576865641,0.9369530391413718,-0.1413011944387108,1.0782542335800827
03492559,identity,1,2,-1,1,0,1,-0.759338419069536,0.0006259931445432212,-0.7599644122140793,1.672149464332809,-0.0009668905598421984,1.673116354892651
03495642,color,2,2,0,-1,0,-1,-0.7401969209313393,-0.007714956998825073,-0.7324819639325142,1.4845474064350128,0.01614418625831604,1.4684032201766968
03625313,material,1,2,-1,1,0,1,-0.44208988547325134,-0.18892809748649597,-0.25316178798675537,0.3244161605834961,0.15394890308380127,0.17046725749969482
03716175,identity,3,2,1,0,0,0,0.5216658636927605,0.19127890467643738,0.3303869590163231,-0.889609307050705,-0.12421238422393799,-0.765396922826767
04104534,color,3,3,0,0,0,0,0.014965217560529709,0.0024865716695785522,0.012478645890951157,-0.07672026753425598,-0.014894545078277588,-0.061825722455978394
04110778,shape,2,2,0,0,0,0,-0.28344689309597015,-0.012877687811851501,-0.27056920528411865,0.599420428276062,0.048171281814575195,0.5512491464614868
04132070,color,2,3,-1,0,0,0,0.00811988115310669,-0.007213383913040161,0.01533326506614685,0.00535428524017334,0.03257572650909424,-0.0272214412689209
04251940,shape,1,2,-1,1,0,1,-0.5514590591192245,0.014376625418663025,-0.5658356845378876,0.7261636257171631,-0.015996873378753662,0.7421604990959167
04274699,color,3,2,1,0,0,0,0.00040771462954580784,-0.00011056021321564913,0.000518274842761457,-0.003900577314198017,0.0011056102812290192,-0.005006187595427036
04468135,color,2,2,0,0,0,0,-0.12189564108848572,-0.11181923747062683,-0.010076403617858887,0.45090651512145996,0.270999550819397,0.179906964302063
04706818,identity,3,3,0,0,0,0,0.0012773117050528526,0.0017822906374931335,-0.0005049789324402809,-0.008947193622589111,-0.012357231229543686,0.0034100376069545746
04819551,identity,3,2,1,0,0,0,0.14505219459533691,0.13914847373962402,0.005903720855712891,0.09121012687683105,-0.04273581504821777,0.13394594192504883
04969151,color,1,2,-1,0,0,0,-0.7987776100635529,0.0015408843755722046,-0.8003184944391251,1.3170178532600403,-0.0068811774253845215,1.3238990306854248
05179205,material,1,3,-2,0,0,0,-0.16092681139707565,0.0002438575029373169,-0.16117066890001297,0.46570444107055664,-0.010647892951965332,0.476352334022522
05199500,shape,3,2,1,0,0,0,0.03323531150817871,0.0807783305644989,-0.04754301905632019,-0.06050539016723633,-0.026399612426757812,-0.034105777740478516
0526849,identity,0,2,-2,0,0,0,-1.9071316728368402,0.0013479813933372498,-1.9084796542301774,3.9893604815006256,-0.009957320988178253,3.999317802488804
05454766,material,1,0,1,1,0,1,-0.7076484858989716,-0.06346240639686584,-0.6441860795021057,1.3187499046325684,0.11945068836212158,1.1992992162704468
061006816,material,1,2,-1,0,0,0,-0.05459791608154774,-0.00214231014251709,-0.05245560593903065,0.18625206127762794,0.010118193924427032,0.1761338673532009
06121366,color,3,3,0,0,0,0,-0.07165898382663727,0.015604512766003609,-0.08726349659264088,0.3136627674102783,-0.07045821845531464,0.38412098586559296
06183018,identity,2,2,0,0,0,0,0.0710153579711914,-0.029602408409118652,0.10061776638031006,-0.08554506301879883,-0.08803391456604004,0.002488851547241211
06435607,identity,4,3,1,0,0,0,0.48678516907966696,-0.0598540126811713,0.5466391817608383,-0.60138104041107,0.07065152772702277,-0.6720325681380928
06503451,material,3,2,1,0,0,0,0.10701757296919823,0.03383070230484009,0.07318687066435814,-0.22656255960464478,-0.05866560339927673,-0.16789695620536804
06519869,identity,2,1,1,0,0,0,0.015018659003544599,-0.061981716426089406,0.077000375429634,-0.11483239056542516,0.14443162782117724,-0.2592640183866024
06774702,material,1,1,0,0,0,0,-0.26053056464297697,-0.020065798424184322,-0.24046476621879265,0.9193940693512559,0.06491020135581493,0.854483867995441
0677905,material,2,2,0,0,0,0,-0.17590654967352748,0.008142201812006533,-0.184048751485534,0.39018155727535486,0.0009311093017458916,0.38925044797360897
06805699,identity,2,2,0,0,0,0,-0.1282588541507721,0.024745643138885498,-0.1530044972896576,0.602085530757904,-0.07360798120498657,0.6756935119628906
0699037,material,3,3,0,0,0,0,0.1813502311706543,0.49645721912384033,-0.31510698795318604,-0.25267553329467773,-0.38863956928253174,0.135964035987854
07142526,shape,2,2,0,0,0,0,0.11611294746398926,-0.2287399172782898,0.34485286474227905,0.050156593322753906,0.5760010480880737,-0.5258444547653198
07604306,material,1,3,-2,1,0,1,-0.08646519202739,0.005072331987321377,-0.09153752401471138,0.24447620660066605,-0.026451006531715393,0.27092721313238144
07696704,identity,1,2,-1,1,0,1,-0.6120730936527252,0.13019470870494843,-0.7422678023576736,0.4100762605667114,-0.3407101035118103,0.7507863640785217
07732990,color,1,1,0,0,0,0,-0.49605193734169006,-0.16244319081306458,-0.3336087465286255,1.6941992342472076,0.61061230301857,1.0835869312286377
081005615,color,2,2,0,0,0,0,-0.4509128681384027,0.00035937968641519547,-0.4512722478248179,1.4506618529558182,-0.003919817507266998,1.4545816704630852
081030138,identity,2,2,0,0,0,0,0.31172192096710205,0.06164354085922241,0.25007838010787964,-0.4349963665008545,-0.11136043071746826,-0.32363593578338623
08237593,color,1,1,0,0,0,0,-0.3378547541797161,-0.0013691894710063934,-0.3364855647087097,0.9039831608533859,0.005838170647621155,0.8981449902057648
08249762,color,4,3,1,0,0,0,0.5090726912021637,0.0010195374488830566,0.5080531537532806,-0.5009008646011353,0.07024383544921875,-0.571144700050354
08471223,color,2,2,0,1,0,1,-0.013099834322929382,0.004915162920951843,-0.018014997243881226,0.07946431636810303,-0.030350863933563232,0.10981518030166626
08529419,material,2,3,-1,0,0,0,0.04833418130874634,0.08398520946502686,-0.03565102815628052,-0.14697730541229248,0.023071765899658203,-0.17004907131195068
08621661,color,2,1,1,1,0,1,0.9858566001057625,0.0581057071685791,0.9277508929371834,-1.3314406871795654,-0.04850471019744873,-1.2829359769821167
08775086,shape,2,1,1,0,0,0,-0.9248455762863159,-0.21024203300476074,-0.7146035432815552,0.8508000373840332,0.42946910858154297,0.42133092880249023
08816090,identity,2,1,1,0,0,0,-0.06258831173181534,-0.06377388164401054,0.0011855699121952057,0.1567072868347168,0.19460780918598175,-0.037900522351264954
08858518,identity,3,3,0,1,0,1,0.03319858806207776,0.0024000019766390324,0.03079858608543873,-0.04136495292186737,-0.017235413193702698,-0.024129539728164673
08924895,shape,3,2,1,0,0,0,0.26909303665161133,-0.015926241874694824,0.28501927852630615,-0.3411688804626465,-0.08988595008850098,-0.2512829303741455
0912046,material,2,2,0,1,0,1,-0.43743617087602615,0.007323376834392548,-0.4447595477104187,0.9279927015304565,-0.045307278633117676,0.9732999801635742
09161863,identity,1,2,-1,0,0,0,-0.04929136740975082,0.0063253226689994335,-0.05561669007875025,0.2689226418733597,-0.02224360965192318,0.29116625152528286
09226921,identity,3,3,0,0,0,0,0.2695778012275696,0.13062500953674316,0.13895279169082642,-0.118385910987854,-0.005082607269287109,-0.1133033037185669
09282266,identity,0,1,-1,1,0,1,-0.9383139727870002,0.0027406476820033276,-0.9410546204690036,1.8177122302004136,-0.00960011431016028,1.827312344510574
09302219,color,2,3,-1,0,0,0,0.22550979256629944,0.2586374282836914,-0.03312763571739197,-0.09023714065551758,-0.3284902572631836,0.23825311660766602
09743894,material,0,2,-2,0,0,0,-0.01762786158360541,8.657271973788738e-05,-0.017714434303343296,0.08729541022330523,-0.0005701528862118721,0.0878655631095171
09937806,material,3,1,2,0,0,0,-0.0012656264007091522,-0.002974014263600111,0.0017083878628909588,0.0064875781536102295,0.015296891331672668,-0.008809313178062439
09993325,identity,2,3,-1,0,0,0,-0.6730448603630066,0.05979558825492859,-0.7328404486179352,1.5248267650604248,-0.10538995265960693,1.6302167177200317
10204459,identity,1,2,-1,0,0,0,-0.3398146007287627,0.009289199098323778,-0.34910379982708645,0.6469880733639002,-0.02540767379105091,0.6723957471549511
10222743,color,1,2,-1,0,0,0,-0.14544245600700378,0.015192359685897827,-0.1606348156929016,0.22785520553588867,-0.045235633850097656,0.27309083938598633
10302229,color,1,2,-1,1,0,1,-0.6471551060676575,0.12553194910287857,-0.772687055170536,0.8264899253845215,-0.39057469367980957,1.217064619064331
10324248,color,3,2,1,1,0,1,-0.29279300570487976,0.05827273428440094,-0.3510657399892807,0.8620774745941162,-0.12238264083862305,0.9844601154327393
10433179,identity,3,2,1,0,0,0,-0.7411175593733788,0.008867107331752777,-0.7499846667051315,1.4929058849811554,-0.03480328619480133,1.5277091711759567
10558851,identity,1,2,-1,1,0,1,-0.4353921040892601,0.030658245086669922,-0.46605034917593,1.4679319262504578,-0.07081663608551025,1.538748562335968
10755150,material,1,2,-1,0,0,0,-0.07618160778656602,-0.0938262096606195,0.017644601874053478,0.23043914698064327,-0.00042752549052238464,0.23086667247116566
10956782,material,2,3,-1,0,0,0,-0.2052490805508569,-0.001304161618463695,-0.2039449189323932,0.25192089658230543,-0.07722767256200314,0.32914856914430857
10983653,shape,1,3,-2,0,0,0,-0.32670480012893677,0.06580385565757751,-0.3925086557865143,0.6617976427078247,-0.02245938777923584,0.6842570304870605
111055030,color,2,4,-2,0,0,0,-0.06895744800567627,0.13438987731933594,-0.2033473253250122,-0.050225138664245605,-0.06558525562286377,0.015360116958618164
1116252,material,1,2,-1,1,0,1,-0.038384854793548584,0.017491459846496582,-0.055876314640045166,0.5072082281112671,-0.018316984176635742,0.5255252122879028
11392858,color,3,3,0,0,0,0,0.0017613189993426204,0.001968015218153596,-0.00020669621881097555,-0.01056595053523779,-0.013675626367330551,0.003109675832092762
11430770,identity,0,1,-1,0,0,0,-2.0823424756526947,-0.6128951013088226,-1.469447374343872,3.7904568910598755,0.9790431261062622,2.8114137649536133
1188149,color,1,4,-3,0,0,0,-0.4070631880313158,0.024087773015101732,-0.43115096104641754,0.8965528210004171,-0.019402265548706055,0.9159550865491232
11985368,identity,3,2,1,0,0,0,0.5764028280973434,0.15559834241867065,0.4208044856786728,-0.6956142783164978,-0.08623480796813965,-0.6093794703483582
121032292,material,2,2,0,1,0,1,-0.0960279586724937,4.645745502784848e-05,-0.09607441612752154,0.3171492153778672,-0.00040588434785604477,0.31755509972572327
12140355,material,1,2,-1,1,0,1,-0.6148967705667019,-0.009421702474355698,-0.6054750680923462,1.588343933224678,0.02321814000606537,1.5651257932186127
12476717,material,2,2,0,0,0,0,-0.08709700405597687,-0.04081454128026962,-0.046282462775707245,0.4685765504837036,0.1729668378829956,0.295609712600708
12588508,identity,1,3,-2,1,0,1,-0.8081730306148529,0.00742187537252903,-0.8155949059873819,1.2307097613811493,-0.034664615988731384,1.2653743773698807
12953597,identity,3,2,1,0,0,0,0.08118298540284741,-0.0381581277542864,0.1193411131571338,-0.12256867048563436,0.033939323388040066,-0.15650799387367442
1297276,identity,1,2,-1,0,0,0,-1.1721075036402908,-0.026180668341112323,-1.1459268352991785,2.689006333850557,-0.00677144990186207,2.695777783752419
132554,color,0,2,-2,0,0,0,-0.0009184389637084678,-1.1561671271920204e-05,-0.0009068772924365476,0.010184009093791246,0.00016476213932037354,0.010019246954470873
13356863,identity,2,2,0,1,0,1,-0.5753109902143478,0.032008349895477295,-0.6073193401098251,0.7823208570480347,0.02726924419403076,0.7550516128540039
13376811,identity,1,2,-1,1,0,1,-0.2777063006069511,0.002820456982590258,-0.2805267575895414,0.8895671432837844,-0.025609728880226612,0.915176872164011
13420243,material,2,1,1,1,0,1,-0.1965440809726715,-0.019262611865997314,-0.1772814691066742,0.44907647371292114,0.0680152177810669,0.38106125593185425
13421344,color,0,2,-2,1,0,1,-1.0336262583732605,0.030483543872833252,-1.0641098022460938,1.2177397012710571,-0.09023070335388184,1.307970404624939
13483094,color,2,2,0,0,0,0,0.0012286145938560367,0.0010020239278674126,0.0002265906659886241,-0.007941669784486294,-0.006359943188726902,-0.0015817265957593918
13483129,identity,2,3,-1,1,0,1,-0.20911253266967833,0.2188883125782013,-0.4280008452478796,0.1919618621468544,-0.5103338658809662,0.7022957280278206
13541187,identity,3,2,1,0,0,0,0.12358563393354416,0.0019185394048690796,0.12166709452867508,-0.6499347984790802,-0.018570780754089355,-0.6313640177249908
13598461,identity,1,2,-1,1,0,1,-0.6018653959035873,0.1173790767788887,-0.719244472682476,1.4707658290863037,-0.2082546353340149,1.6790204644203186
13637218,shape,2,2,0,0,0,0,0.24777114391326904,0.08154022693634033,0.1662309169769287,0.0908585786819458,0.14026367664337158,-0.04940509796142578
13764265,identity,1,3,-2,0,0,0,0.3688270375132561,-0.026882946491241455,0.39570998400449753,-1.070624589920044,0.03783881664276123,-1.1084634065628052
13777356,material,2,4,-2,1,0,1,0.0976606160402298,0.10591113194823265,-0.008250515908002853,-0.18475165963172913,-0.21663396060466766,0.03188230097293854
13810963,material,1,2,-1,0,0,0,-0.34139730781316757,0.03600798547267914,-0.3774052932858467,0.47330909967422485,-0.12362939119338989,0.5969384908676147
13831014,identity,1,2,-1,1,0,1,-0.9324575066566467,-0.25821465253829956,-0.6742428541183472,1.1265244483947754,0.46912312507629395,0.6574013233184814
13945801,identity,2,3,-1,0,0,0,0.03092634677886963,-0.00970238447189331,0.04062873125076294,0.20620238780975342,0.05685091018676758,0.14935147762298584
141024691,shape,1,3,-2,0,0,0,0.15894106030464172,0.12271946668624878,0.036221593618392944,-0.8024815320968628,-0.27450597286224365,-0.5279755592346191
14144547,identity,3,1,2,0,0,0,0.2802611477673054,0.06887820549309254,0.21138294227421284,-0.4348299205303192,-0.24786308531959844,-0.18696683521072077
14223248,identity,1,2,-1,0,0,0,-0.3056466189882485,-0.004319550516811432,-0.3013270684714371,1.0089501830516383,0.01931024738587439,0.9896399356657639
1425112,material,3,3,0,0,0,0,0.04227226413786411,0.048280343413352966,-0.0060080792754888535,-0.11678549647331238,-0.15686197578907013,0.04007647931575775
14270377,material,1,2,-1,0,0,0,-0.21306473016738892,0.10551828145980835,-0.31858301162719727,1.3772958517074585,-0.12634015083312988,1.5036360025405884
14354734,identity,2,2,0,0,0,0,-0.03526750741293655,-0.0073212909628637135,-0.027946216450072836,-0.0077084462624043,0.021164694055914923,-0.028873140318319224
14451054,color,2,3,-1,0,0,0,0.15071630477905273,0.15168720483779907,-0.0009709000587463379,0.25426602363586426,-0.018335938453674316,0.2726019620895386
14696378,color,1,1,0,1,0,1,-0.23658698797225952,-0.012947648763656616,-0.2236393392086029,0.5551378726959229,0.03440654277801514,0.5207313299179077
14705211,identity,3,2,1,0,0,0,-0.05566009805382538,-0.01370476046577096,-0.04195533758805442,0.6402488583698869,-0.022024656025071976,0.6622735143949589
14803789,material,2,2,0,0,0,0,0.0004661949351429939,0.0005486756563186646,-8.248072117567062e-05,-0.0016292445361614227,-0.002363394945859909,0.0007341504096984863
15283508,identity,3,2,1,0,0,0,0.45950115472078323,-0.04292798042297363,0.5024291351437569,-0.9044802188873291,-0.0004565715789794922,-0.9040236473083496
15284589,identity,2,4,-2,0,0,0,-0.12390112585853785,0.05203051946591586,-0.1759316453244537,0.4035356417298317,-0.14184255339205265,0.5453781951218843
15569549,material,3,3,0,0,0,0,0.46737465262413025,0.060338735580444336,0.4070359170436859,-0.186370849609375,0.00019991397857666016,-0.18657076358795166
15586319,material,2,2,0,1,0,1,-0.7884090698207729,0.015389205334940925,-0.8037982751557138,1.4786871457472444,0.032127417623996735,1.4465597281232476
15599995,color,1,3,-2,1,0,1,-0.6933807916939259,0.0074728261679410934,-0.700853617861867,1.4374766945838928,-0.023244500160217285,1.46072119474411
15700256,material,1,1,0,0,0,0,-0.5814251648262143,-0.000537229236215353,-0.580887935589999,0.7371133752167225,0.0042931027710437775,0.7328202724456787
15813958,material,1,2,-1,1,0,1,-0.9209102838067338,0.01911365572595969,-0.9400239395326935,2.3442591773346066,-0.021299134008586407,2.365558311343193
15975535,material,0,1,-1,0,0,0,-0.40580614283680916,0.0326102077960968,-0.43841635063290596,0.5001179128885269,-0.11049365997314453,0.6106115728616714
161036612,color,3,2,1,0,0,0,0.04814159870147705,0.11675763130187988,-0.06861603260040283,0.03232932090759277,-0.09067893028259277,0.12300825119018555
161037470,color,3,3,0,-1,0,-1,0.4746245723217726,0.27958737313747406,0.19503719918429852,-0.8517158031463623,-0.2622513771057129,-0.5894644260406494
16161462,color,2,2,0,1,0,1,-0.5711696818470955,-0.07737951725721359,-0.4937901645898819,1.3111692070960999,0.24562448263168335,1.0655447244644165
1616401,identity,2,2,0,0,0,0,-0.7221974954009056,-0.018719129264354706,-0.7034783661365509,1.5673219859600067,0.05897971987724304,1.5083422660827637
16184856,identity,1,3,-2,0,0,0,-0.02049459604313597,0.0028298249235376716,-0.023324420966673642,0.045362683944404125,-0.013697531074285507,0.05906021501868963
16652947,material,0,0,0,1,0,1,-0.5711982352659106,-0.0024343719705939293,-0.5687638632953167,0.6732542030513287,0.011180710047483444,0.6620734930038452
16747825,identity,2,3,-1,1,0,1,-0.6133759771255427,0.08802941919930163,-0.7014053963248443,1.1344776713716176,-0.04027113277697936,1.174748804148597
16922097,color,1,1,0,0,0,0,-0.18856891244649887,-0.01918254792690277,-0.1693863645195961,0.5878810882568359,0.07269620895385742,0.5151848793029785
17134462,identity,0,2,-2,0,0,0,-0.7308617681264877,-0.0024271905422210693,-0.7284345775842667,1.0602831840515137,0.03043311834335327,1.0298500657081604
17184616,material,2,1,1,1,0,1,-0.09388711489737034,-0.006245849654078484,-0.08764126524329185,0.36538994312286377,0.03214603662490845,0.3332439064979553
17397322,color,2,1,1,-1,0,-1,-0.5466461032629013,-0.057354748249053955,-0.48929135501384735,1.2642202973365784,0.03656572103500366,1.2276545763015747
17444087,color,3,2,1,0,0,0,0.3587275393656455,-0.5258623711415567,0.8845899105072021,0.06918933801352978,0.9921272080391645,-0.9229378700256348
17468425,color,1,1,0,1,0,1,-0.10392238944768906,-0.021438635885715485,-0.08248375356197357,0.3889108896255493,0.10804784297943115,0.28086304664611816
17726086,material,1,3,-2,0,0,0,-0.47030337573960423,0.0014171653892844915,-0.4717205411288887,0.6436798349022865,-0.007711220532655716,0.6513910554349422
17877969,identity,0,2,-2,0,0,0,-0.1080299960449338,0.008500764146447182,-0.11653076019138098,0.1252562738955021,-0.005552221089601517,0.1308084949851036
17888876,shape,1,3,-2,0,0,0,-0.09305071085691452,0.005489125847816467,-0.09853983670473099,0.28664538264274597,-0.012815535068511963,0.29946091771125793
17954994,color,1,1,0,1,0,1,-1.3501866646111012,-0.003706861287355423,-1.3464798033237457,2.27901728451252,0.025402948260307312,2.2536143362522125
181061102,identity,1,1,0,0,0,0,-0.3693937659263611,-0.04761064052581787,-0.3217831254005432,0.7102391719818115,0.10043525695800781,0.6098039150238037
18175256,identity,2,3,-1,0,0,0,0.03606557846069336,0.018237292766571045,0.017828285694122314,-0.056889891624450684,-0.06165337562561035,0.004763484001159668
18192074,identity,4,2,2,0,0,0,1.0397679507732391,0.08781230449676514,0.951955646276474,-1.4510242938995361,-0.03867340087890625,-1.4123508930206299
18252583,color,2,2,0,1,0,1,-0.6378325074911118,0.0005090981721878052,-0.6383416056632996,1.4349050521850586,-0.004433810710906982,1.4393388628959656
1827566,identity,2,3,-1,0,0,0,-0.05162215232849121,0.06513449549674988,-0.11675664782524109,-0.08052754402160645,-0.07085490226745605,-0.00967264175415039
18281934,color,3,3,0,1,0,1,-0.10825681686401367,0.01819479465484619,-0.12645161151885986,0.07401752471923828,-0.06056320667266846,0.13458073139190674
18503824,color,2,2,0,1,0,1,-0.981942892074585,0.060395658016204834,-1.0423385500907898,2.4302021861076355,0.002451002597808838,2.4277511835098267
18546994,material,2,1,1,0,0,0,-0.027287800854537636,-0.0017486372962594032,-0.025539163558278233,0.04902884364128113,0.016040957998484373,0.032987885642796755
18717754,material,1,4,-3,0,0,0,-0.013806939125061035,0.42972441017627716,-0.4435313493013382,0.16992080211639404,-0.5712099075317383,0.7411307096481323
187362,identity,3,2,1,0,0,0,0.0005543285515159369,2.1127518266439438e-05,0.0005332010332494974,-0.0038312170654535294,-0.00024157389998435974,-0.0035896431654691696
18922746,identity,2,2,0,0,0,0,-0.46069443225860596,-0.09537571668624878,-0.3653187155723572,0.05689823627471924,-0.03181099891662598,0.08870923519134521
19273561,color,2,2,0,0,0,0,3.0153023544698954e-05,3.182160435244441e-05,-1.6685808077454567e-06,-0.0003300237003713846,-0.0003547465894371271,2.4722889065742493e-05
19315625,shape,2,3,-1,1,1,0,-0.08878892660140991,0.09021887183189392,-0.17900779843330383,-0.14691996574401855,-0.6146575212478638,0.4677375555038452
19388466,color,1,2,-1,0,0,0,-0.001167247086414136,-0.00028160288638900965,-0.0008856442000251263,0.010365765541791916,0.002867774572223425,0.007497990969568491
19417601,identity,2,2,0,1,0,1,-1.0744859725236893,0.036565616726875305,-1.1110515892505646,1.831443428993225,-0.1623433232307434,1.9937867522239685
19425852,identity,1,2,-1,1,0,1,-1.1944895796477795,0.0012655723839998245,-1.1957551520317793,3.0573331266641617,-0.013787388801574707,3.0711205154657364
19443493,identity,2,1,1,0,0,0,-0.18287883512675762,-0.08332043381718302,-0.0995584013095746,0.7155308301250141,0.09324992820620537,0.6222809019188087
19648772,identity,1,2,-1,0,0,0,0.09037137031555176,-0.019072532653808594,0.10944390296936035,-0.17907023429870605,0.04439496994018555,-0.2234652042388916
19803395,identity,1,1,0,0,0,0,-0.5698336660861969,-0.11562767624855042,-0.4542059898376465,1.164475679397583,-0.29926609992980957,1.4637417793273926
